Parcul_Național_din_Munții_Stâncoși Stâncoși
emoționant vibrant
gâfâi pufăi
ațâța incita
[-și] face_idealuri [-și] face
caractere imprimantă_cu_lanț_de_caractere
accesor nervul
eroare sistem
artera artera_celiacă
bas bas_mitzvah
țara_minunilor țara
lues sifilis
castitate feciorie
depresiune fosă
tură turn
tată tată_mare
cârpă cârpă_de_vase
face face_propagandă
domn dumnezeire
genus_Sphacele genus_Lepechinia
cele_mai cei_mai
chimir șerpar
Moarta la
|se| corija |se| rectifica
face_o_farsă sfoară
Mare Otto_cel_Mare
mecanic sistem_mecanic
fruct fruct_uscat
steag_național steag
holistă teorie_holistă
de încrezut
mișcare religioasă
al al_doilea_trimestru
intensitate tărie
John Reed
face_de_strajă pază
izbucnire răbufneală
creierul_mic mic
adult trup_adult
hibridație hibridare
coccinea flammea
Fischer Hans
impolitețe proastă_creștere
procedură tehnică_de_diagnosticare
europeană proto_indo_europeană
după trage_un_clișeu
emisiune emisiune_de_televiziune
negustor negustor_de_sclavi
fitonadionă vitamina
cratimă scrie
cu unghi
|se| roși |se| înroși
montaj montare
tremur vibrare
mină mină_marină
corelație_neliniară corelație
Camera_Lorzilor Lorzilor
răchită împletitură
Tripleurospermum genul_Tripleurospermum
apă_de_amoniac amoniac
dungată striatus
|se| confrunta în
arsenal magazie
mitocănie mahalagism
cu escală
obiect_de_inventar obiect
contract libertate
in_vitro vitro
antresol mezanin
bate bate_gongul
de_contrabandă de
covaci faur
bucală cavitate_bucală
creditare de
Golful_Napoli Golful
relaxant sedativ
suspinare suspinat
lucrare publică
rezonanță_de_spin_electronic rezonanță
voluntariat voluntară
viață închisoare_pe_viață
credit_reînnoit_automat credit
Fat_Tuesday Tuesday
bici cu
genetică transcriere
L._M._Montgomery Lucy
administrație consiliu
Revoluția_Rusă Rusă
impolitețe ireverență
cec_neacoperit neacoperit
Ursus alb
la mangalul
Hero Heron
albastru_de_metilen metil
cuvânt_introductiv înainte
operație operație_de_salvare
Kam Yuen
Coeficientul lui
Angiopteris_evecta Angiopteris
reprezenta reda
derivat_al_morfinei derivat
făt fetus
coardă cerc
picoteală picotire
acetilsalicilic acid
degaza degazifica
bazin_petrolier bazin
spălare_a_vaselor spălat
plăcintă_din_carne_de_porc porc
clasic reprezentativ
apă lichid
posac sumbru
de foaie_de_plăcintă
deținător proprietar
buimăci năuci
rață rață_lingurar
catedră catedră_de_chimie
cerere_de_plată de
pe_scurt scurt
Microdipodops genul
asfixie înecare
comportament_deviant deviație
lansare_de_rachete lansare
jack_telefonic jack
figură_geometrică figură
Ulysses_S._Grant Ulysses_Grant
Austen Godwin
turbion vârtej
[se] purta distant
incapacitate indemnizație_pentru_incapacitate_de_muncă
face_public face
inactivitate repaus
de duzină
cu carbon
întâlnire_la_înalt_nivel înalt
Crocethia_alba ploier
reține ține
argentatus argintiu
din whiskey
acustică măsură
dozare volumetrică
dormi_până_târziu dormi
de echipament_de_baseball
despecetlui desigila
explanandum explicandum
proenzimă proferment
film rolă_de_film
artificial lac
flebotomie luare_de_sânge
mușcătură_de_câine mușcătură
Vasile Vasile_cel_Mare
arc cu
Atlanta de
mușchi_striat mușchi_scheletic
post_de_radio post
neașteptate pe
palavră scorneală
demnitate titlu
sta_de_strajă strajă
surprins uluit
Mount_Tacoma Mount
porcul îngrășa
Verdun la
Leon_Troțki Leon
rudenie rudă
corn sirenă_pentru_ceață
da_greș eșua
pui progenitură
decembrie lui
oranj_roșiatic roșiatic
sector_circular sector
încetișor încet
Frederick_North conte
ocoli înconjura
fază modulație_de_fază
ajunul_Crăciunului ajunul
Eckhart Johannes
agita întărâta
al primitor_al_unei_plăți
cu_nerușinare rușine
bătălia_de_la_Jena bătălia
familia familia_Romanov
dioxid de
exercițiu exercițiu_de_condiționare
ordin ordin_de_chemare
dexteritate ușurință
[se] ivi [se] ridica
politică platformă
selecta selecționa
gură palatoschisis
din sorbi
politic sistem_politic
Rezervația Rezervația_Naturală_Wind_Cave
nimic un
Carlos_șacalul Ramirez
face persoană_care_face_curățenie
administrație_publică administrație
afirma pretinde
bilet carte
aversă în
Kippur Yom
culcare la
circumspecție rezervă
cumpănit gândit
căuta răscoli
Mary_Wollstonecraft Wollstonecraft
din_păcate din
sodium sulfate
serie_de_puteri serie
mașină mașină_de_polizat
bea da
scurs timp_consumat
Tetragonia Zeelandă
adiere undă
dorință poftă
rămâne_neclintit rămâne
monosemie monosemantism
Batalioanele Brigăzile
[-și] bate lua_în_balon
indiscutabil indubitabil
Anton Gregor
inexistență neființă
contor de
inhala inspira
kirghiză unitate
Mary_Augusta_Arnold_Ward Ward
|se| înghesui |se| strânge
monahie monahă
sondă țiței
[se] necăji [se] sili
Ludwig_Josef_Johan_Wittgenstein Wittgenstein
Origanum_vulgare sovârf
sticlă_mică sticlă
cabană schi
Mișcarea_de_Tineret_Lautaro Mișcarea
casă la
Robert_James_Fischer Robert
spectru_de_emisie spectru
intoxicare_cu_monoxid_de_carbon intoxicare
presupune însemna
matrimonială vârstă
Apoi Judecata_de_Apoi
specialist specialist_în_științe_medicale
necesitate primă_necesitate
carton carton_ondulat
excitant stimul
chelălăială chelălăit
grec_ortodox ortodox
Constant_Lambert Leonard_Constant_Lambert
căsătorie căsătorie_mixtă
trufă trufă_albă
accept încuviințare
briză boare
ibovnic iubit
antagonist antagonist_narcotic
aminofilină miofilin
neîndeplinit nerealizat
[se] concentra [se] înmagazina
cotit șerpuitor
Neandertal omul_de_Neanderthal
alb-gălbui galben_pal
călușei carusel
model perfecțiune
muntele muntele_Mercendario
lui teoria_lui_Malthus
de vie
Fringilla_coelebs Fringilla
învolburat învârtejit
Epistola lui
cavitate peritoneală
consecutiv rând
putere verde
[-și] bate_joc lua_în_balon
împărți împărți_în_patru
școală școală_religioasă
arbore_de_scorțișoară scorțișoară
arme comerț_cu_arme
hipermarket supermarket
combinat chimice
axul_rotorului rotorului
inepție stupiditate
linie_secundară linie
venit venit_episcopal
mămulică mami
Mozart Wolfgang
61 atomic
aripă_portantă portantă
economic regres_economic
Hypericum_perforatum iarba-crucii
curbă_simplă_închisă curbă
radio_amator radio
mamă țară_de_proveniență
tată tataie
cancer_preinvasiv situ
fir textilă
pensiune ține_în_pensiune
de probe
accede cuprinde
îndărăt înapoi
Edwin_Herbert_Land Land
cruciadă face
voluntar încăpățânat
portretiza prezenta
da da_pe_spate
coajă coajă_de_lămâie_rasă
[se] furișa [se] insinua
pianoforte pian
declarație_de_renunțare renunțare
concentra focaliza
adunătură gloată
critică critică_de_text
Lot nevasta
pipernicit pitic
acetat_de_celuloză acetilceluloză
de progres
chirurgie_majoră chirurgie
Placuna_placenta Placuna
magie_neagră neagră
acid_etanoic acetic
muri prăpădi
fir_cu_plumb plumb
secreție_lacrimală secreție
șorecar_comun șorecar
Zhou Zhou_En-lai
cu spadă
erica neagră
[se] aplica merge
compas_de_proporție de
firmă întreprindere
băț_de_undiță băț
combustibil fosil
[-și] da ifose
Noel_Coward Noel
emisferă nordică
cu_invidie invidie
sub vinde
ieși picnic
întruchipare întrupare
brut grosolan
hol vestibul
bișniță face
[-și] ține păstra
En-lai Zhou_En-lai
Thomas_Bowdler Thomas
neam rudă_de_sânge
concentra trage
încremenit înlemnit
debut început
glicerină trinitrat
crește dezvolta
asigna distribui
excesiv în_exces
Hypericum_perforatum pojarnică
aur sufla
bravură cutezanță
Adrian Publius_Aelius_Hadrianus
parc_safari parc
|se| apleca |se| lăsa
coteț cotineață
bani_de_primit de
bulă nivelă_cu_bulă_de_aer
fi_plin fi
limba portugheză
murdar nemuncit
înmulțire_a_matricelor înmulțire
rețea_locală_fără_fir rețea
Karl_Friedrich_Gauss Karl
căsătorie_mixtă mixt
de hispidus
cu rămas
proces_cognitiv_de_bază proces
meserie îndeletnicire
coeficient_de_reflexie de
din unitate_monetară_din_Macao
Podul_Commodore_John_Barry Podul
pace în
acționare element
insultă jignire
avea avea_rădăcini
carte tehnică
de_mii_de_ori de_o_mie_de_ori
de sistem_de_comunicație
deschidere minte
Timp_Universal ora
solidă stare
gunoi la
aplicare practică
Congresul Congresul_Statelor_Unite_ale_Americii
Comenius Jan
Newport News
pietre spărgător_de_piatră
familia_liliacee familia_Liliaceae
la lega_la_pământ
Bismarck Otto_von_Bismarck
aur placa
[se] spovedi face_confidențe
justificat legitim
conflict luptă
uzbecă unitate
înmuguri îmboboci
călători_în_jurul_lumii în
de decizie
fâstâceală zăpăceală
|se| prăbuși |se| surpa
îndreptare însănătoșire
ariei de
casă casă_țărănească
afecțiune afecțiune_respiratorie
montagne montagne_russe
elibera scoate
jaf tâlhărie
de surfileu_de_butonieră
cheltuitor pungă
bătaie_de_joc batjocorire
enterocolită necrozantă
precoce schizofrenie
dreptate pe_drept_cuvânt
Sedum_telephium telephium
ciocolată_amăruie ciocolată_neagră
întâi_și_întâi întâi
merge_în_vacanță merge_în_concediu
gândire gândire_abstractă
clănțău palavragiu
mecanism mecanism_de_transmitere
jalbă reclamație
factor factor_de_proporționalitate
obligat îndatorat
a_doua_tinerețe treizeci
navă navă_de_război
fundamentală frecvență_fundamentală
crochiu face_un_crochiu
hipoglosal nerv
abjurație lepădare
probator probatoriu
nefrotic sindrom_nefrotic
drum deplasare
cotârșit regulare
boala_copiilor copiilor
placă_de_rezonanță placă
artificialitate emfază
bune pe
moment_favorabil ocazie
Universitatea_din_Carolina_de_Nord de
Frederick_William_I I
comercial deficit
limbă_persană limbă_iraniană
Pobeda Vârful
Vaccinium din
apă_de_amoniac de
atenție bunăvoință
copie text
odăjdii veșminte
Kurdistanul Kurdistanul_irakian
făcut_KO pus_la_podea
aclamare aplauze
[se] dilata [se] mări
apă_de_la_robinet robinet
anisum anason
Jambos genus_Jambos
face_egal termina_la_egalitate
convertor_de_cuplu convertor
degerare înghețare
definiție televiziune_de_înaltă_definiție
genul genul_Tribonema
mușchi_somatic mușchi_striat
al tabel
autozom cromozom
cu scaun_cu_rotile
gherghin laevigata
lichizi plăti_cash
mină_magnetică mină
proprietate vizibilă
arborele_vieții vieții
băga_în_sperieți sperieți
monetară masă
listă_de_adrese listă
distorsionată formă
hidroxid sodă_caustică
oră_întreagă întreg
antrenor base-ball
admisie conductă
pătrat yard_pătrat
țară țară_central-americană
scriere scriere_cuneiformă
datare_cu_carbon_radioactiv datare_cu_radiocarbon
Hyssopus genul_Hyssopus
sămânță_de_muștar sămânță
Marelui Rift
pontif pontiful_Romei
maladie_oculară oculară
consort prinț_consort
adăuga adăuga_ghimbir
câte centimetru_cu_centimetru
jigodie târâtură
dentară proteză_dentară
fișier_de_intrare intrare
eliberare liberare
steaua_polară stea
Milton_Snavely_Hershey Snavely
[o] mierli deceda
coardă de
ghaneză unitate
Chester Chester_A._Arthur
fenomen optic
[se] cufunda [se] adânci
turbulent zgomotos
mușchi_temporal temporal
drobișor șerlai
Rissa_tridactyla tridactyla
cancer cancer_hepatic
evita preveni
creier tumoră
genul_Vombatidae genul
cruzime răutate
boceală căinare
conversație partener_de_conversație
merge |se| asorta
bocire jelit
da_pe_spate șoca
femeie_albă femeie
fi fi_de_conivență
Câmpii Marile_Câmpii
Rosa_odorata trandafir
păstrăv păstrăv_european
pungășie înșelătorie
lob piriform
buimăcitor uluitor
comisie de
neem sămânță_de_neem
râset veselie
dispărea împrăștia
atenua slăbi
colonia_Plymouth colonia
de hidroxid_de_calciu
Musa_paradisiaca bananier
interviu_prin_telefon telefon
Xanthosoma_sagittifolium atrovirens
calcul stercorom
administrare administrare_de_baze_de_date
combinație îmbinare
sfiicios timid
frizură tunsoare
[se] petrifica [se] fosiliza
ață_de_pescuit ață
Pasul_Brenner Trecătoarea
buștean butură
caroten provitamină_A
participiu trecut
de perioadă_de_latență
Baffin Insula
circulație sistemică
evreu_reformator evreu
usturoi usturoi_sălbatic
bețe zădărnici
|se| strânge |se| îndesa
ambulator pacient
inhibitor_al_reverstranscriptazei reverstranscriptază
Chester_A._Arthur Chester_Alan_Arthur
face_troc troc
cornet trâmbiță
de organ_sexual
percepția_vorbirii percepția
Munții Munții_Carpați
Sid_Caesar Sidney
mărime proporție
credit_pentru_nevoi_personale credit_de_consum
Ivor Ivor_Armstrong_Richards
cu cu_putere
atracție magnetism
mașină_de_teren mașină
alcoolism potomanie
ilic pieptar
Howard Willie_Howard_Mays_Jr.
de manioc
de punere_de_ventuze
laudă proslăvire
sex schimbare_de_sex
frână răcoare
lucioasă revistă_lucioasă
praz porrum
Marea Marea_de_Azov
de-a_mama_și_tata tata
cerb hemionus
aplicată matematică_aplicată
Sfântul_Andrei Sfântul
curma conteni
stafie strigoi
edita publica
Blimp Colonelul_Blimp
Peter_Alexander_Ustinov Peter
mașinărie_politică mașinărie
[se] lăuda furlandisi
muscă muscă_neagră
tablă tablă_de_șah
Fidel_Castro Fidel
iarba-lui-sf.-Ioan iarba-crucii
lua notițe
comun simplu
cocoș munte
calendaristică lună_calendaristică
încheia încheia_nasturii
laureat poet_de_curte
biserica_răsăriteană biserica
zidi înălța
mareea_cvadraturilor maree_moartă
englez galon
cele_mai cel
linie linie_telefonică_principală
St. St._Baeda
Hordeum_vulgare Hordeum
răposa stinge
Aurigae Epsilon
imn_de_stat imn
avort avort_spontan
Departamentul_Educației Educației
cortex_frontal cortex
pune_deoparte pune
sentiment trăire
capul silvia_cu_capul_negru
foc ieși_la_pepeni
sistem taxe
justificație motivare
boi sulimeni
bate_palma bate
cancer_preinvasiv in
a cumpăna
cu face
veșted veștejit
preț preț_de_fabrică
osteneală oboseală
piper_nigrum piper
atras gravita
etalon pilă
guler_încrețit guler
oră întreagă
rocă rocă_metamorfică
migrație migrare
de organe
Riot Riot_Act
călugărițe comunuitate
GHB gamma_hydroxybutyrate
bea_paharul_până_la_fund paharul
convertor_de_cuplu de
crucea-voinicului închegătoare
de fi_de_partea
Thomas Tennessee_Williams
cremă pomadă
ciclic periodic
profesor profesor_universitar
pace în_pace
luminată spiritus_rector
rasa rasa_stăpânilor
Carlos_șacalul Glen
de hidroxid_de_amoniu
Fraxinus excelsior
abductor mușchi_abductor
gangrenă gangrenă_uscată
ghaneză monetară
Parcul_Național_Sequoia Sequoia
arteră arteră_facială
materie vegetală
bucată pisi
varicela virus_varicela_zoster
coji decoji
fereastră mașinii
coborî_jaluzelele trage
linie linie_despărțitoare
dezbrăcat gol-pușcă
de file_de_pește
Independent Samoa
unitate_aeriană unitate
dărâmat demolat
crăpătură deschizătură
morman movilă
gri_cărbune gri_petrol
cătănie serviciu
doua zi
spirit spirit_familiar
domesticus pisică
acetosella măcriș_mărunt
de fir_de_telefon
frecție frecție_galenică
microcitemie microcitoză
emisie spectru
California_dandelion Hypochaeris
azotat_de_argint nitrat_de_argint
ilariant protoxid
călătorie pachet_turistic
bară fracție
lichidare stârpire
[se]_sfârși da_colțul
delirant nebunesc
folicul glandă_sebacee
asistată sinucidere_asistată
behaviorală terapie
polietilenă polietenă
transformare transformare_genetică
avea_o_mâncărime simți
Andres_Martinez Glen_Gebhard
consfinți sancționa
artă artă_naivă
comportare ținută
profit_reinvestit profit
cu dexteritate
atac surprindere
rată_fixă rată
părere în
a contractului
[se] simți_bine bine
clorofilă_a clorofilă
arunca_praf_în_ochi în
maritimus urs_alb
Nanning Nan-ning
conducător mai-mare
[se] face_bine pe
curat necontaminant
Saint the
Ku Ku_Klux_Klan
face trage_pe_sfoară
Imperiul Roman
silință sârguință
Lanier Williams
computer program
consumat timp_scurs
Brassica_oleracea_italica italica
Cynodontia diviziunea
legat pansare
avânt creștere
Bătălia_de_la_Crecy Bătălia
cunoaște face_cunoștință
Jihadul al
mirosi_urât mirosi
Des_Moines Moines
familia familia_Phytolaccaceae
poștă_înregistrată înregistrată
dejun micului
khaddar khadi
upgrade îmbunătățire
monetară uniteta
sârguincios zelos
aparat_Golgi dictiozom
|se| sfârși |se| termina
Republica_Federală_Germania de
ridica reține
mișcare_axială mișcare
statură înălțime
pune titlu
la la_modă
leu_de_mare mare
mod subliniat
cervană europaeus
motor motor_cu_ardere_externă
nur sfârc
guraliv limbut
clasic tradițional
piedestal suport
corn_francez francez
atât_de_mult mult
confluență gură_de_vărsare
cu veni
exalație emisiune
problemă_de_sănătate problemă
cantitate_nedelimitată cantitate_nedeterminată
conlucrare colaborare
hăituire hăituială
1 numărul
inginer naval
hârjoană zbenguială
